Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km)
NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.5,6,6.8
NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16,12,14.2
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,16,12.3,14.4
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.4,10.1
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.3,8.6,10.6
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.3,10.1
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.6,8.5,10.2
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.9,8.7,10.5
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.5,9,10.9
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,M7,Z,13,9.2,11.3
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.1,9.4,11.4
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.6,8.9,11
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.5,9,11
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,9.2,11.2
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,AM7,Z,12.6,9,11
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,M7,Z,12.9,9,11.2
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.4,8.7,10.7
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.5,8.9,10.9
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16,11.5,14
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Z,12.3,8.9,10.8
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Z,13.1,9.2,11.4
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,A8,D,11.8,8.1,10.2
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,14.3,9.6,12.2
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4
PORSCHE,MACAN S,SUV - SMALL,3,6,A7,Z,13.7,10.3,12.2
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7
PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12,14.8
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,10.9,13.6
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.5,8.4,10.1
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3,6,A8,D,11.3,8,9.8
RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1,8.8,10.6
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6,12.7,15.9
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.7,11.8,15.6
SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4
SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9
SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.5,9.8
SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.8,8.5,9.8
SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AM5,Z,6.8,6.2,6.5
SMART,FORTWO COUPE,TWO-SEATER,1,3,AM5,Z,6.8,6.2,6.5
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4
SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6
SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV8,Z,10.2,8.5,9.4
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.6,7.5,8.7
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6
SUBARU,IMPREZA AWD,COMPACT,2,4,AV6,X,8.5,6.4,7.6
SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.5,7,8.4
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV6,X,8.5,6.4,7.6
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M5,X,9.5,7,8.4
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9,6.5,7.9
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.8,9.4
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11,8.2,9.7
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12,8.6,10.5
SUBARU,WRX,COMPACT,2,4,AV8,Z,12.4,9.4,11.1
SUBARU,WRX,COMPACT,2,4,M6,Z,11.1,8.3,9.8
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV6,X,9.1,7,8.1
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,10.2,7.7,9.1
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV6,X,7.9,6.9,7.5
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.7,6.9,8.4
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11,7.7,9.5
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,6,5.7
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.7,6.1,5.9
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.2,7.4
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.7,6,6.9
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,9.5,10.7
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13,9.8,11.6
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.5,8.5
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,8.4,8.3,8.4
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.6,4.9,4.7
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.8
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.4,5.8,5.6
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.2,9.5
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.3,9.6
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14,16.6
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13,9.5,11.4
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.9,11.2
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9.5,10.5
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,14.5,11.3,13.1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,11.3,12.3
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.9,11.5,12.3
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,14.8,11.6,13.4
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.3,12.3,14
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.8,15.2
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.5,14.2,16.6
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9,10.4
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9,10.9
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.8,6.6,7.3
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7
VOLKSWAGEN,BEETLE,COMPACT,2,4,AM6,Z,10,7.9,9.1
VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,10.4,7.7,9.2
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,AM6,D,7.6,5.7,6.9
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,M6,D,7.6,5.7,6.9
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,AM6,Z,10.3,8.2,9.4
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,M6,Z,10.4,7.7,9.2
VOLKSWAGEN,CC,COMPACT,2,4,AM6,Z,10.7,7.7,9.3
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,13.9,9.3,11.8
VOLKSWAGEN,EOS,SUBCOMPACT,2,4,AM6,Z,10.8,7.8,9.5
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,AM6,D,7.6,5.5,6.5
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,M6,D,7.8,5.2,6.5
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,Z,9.5,7.2,8.5
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,Z,9.4,6.9,8.3
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,AS6,X,9.4,6.8,8.2
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,AM6,D,7.6,5.6,6.7
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,M6,D,7.6,5.5,6.7
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8
VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,X,10.4,7,8.9
VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,9.5,6.9,8.4
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,AM6,D,7.6,5.2,6.5
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,M6,D,7.6,5.1,6.5
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,AM6,Z,10,7.3,8.8
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,10.3,7.2,8.9
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,9.7,6.6,8.3
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,9.8,6.7,8.4
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,AM6,D,7.8,5.6,6.9
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,M6,D,7.8,5.3,6.7
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Z,11.9,8.5,10.4
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS6,Z,11.5,9.3,10.5
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,13,9,11.2
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS6,Z,11.7,9.4,10.7
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.1,10.4,12.4
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3,6,AS8,D,11.8,8.1,10.2
VOLVO,S60 POLESTAR AWD,COMPACT,3,6,AS6,X,12.8,8.9,11
VOLVO,S60 T5 ,COMPACT,2,4,AS8,X,9.8,6.6,8.4
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1
VOLVO,S60 T6   ,COMPACT,2,4,AS8,Z,10.1,7.3,8.9
VOLVO,S60 T6 AWD,COMPACT,3,6,AS6,X,12.9,9,11.2
VOLVO,S80 T5,MID-SIZE,2,4,AS8,X,9.8,6.6,8.4
VOLVO,S80 T6 AWD,MID-SIZE,3,6,AS6,X,12.9,9,11.2
VOLVO,V60 CC,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8
VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,AS6,X,12.8,8.9,11
VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,X,9.8,6.6,8.4
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3,6,AS6,X,12.9,9,11.2
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5
VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13,9.4,11.4
VOLVO,XC60 T6  ,SUV - SMALL,2,4,AS8,Z,10.7,7.8,9.4
VOLVO,XC60 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9
VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3
VOLVO,XC70 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8
VOLVO,XC70 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.7,9.1,11.1
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9.1,10.7
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.6,10.7
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8,7.5,7.7
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6
ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4
ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18,12.6,15.6
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A8,Z,16.8,10.9,14.2
ASTON MARTIN,VANQUISH,MINICOMPACT,6,12,A8,Z,17.6,11.4,14.8
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,AM7,Z,19.5,12.8,16.5
AUDI,A3,SUBCOMPACT,1.8,4,AM6,X,10,7.1,8.7
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM6,X,9.8,7.2,8.6
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.5,8.9
AUDI,A4,COMPACT,2,4,AV8,Z,9.9,7.6,8.9
AUDI,A4 QUATTRO,COMPACT,2,4,AS8,Z,11,7.8,9.6
AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,10.6,7.3,9.1
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AS8,Z,11.2,8.4,9.9
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,AS8,Z,11,7.8,9.6
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,M6,Z,10.6,7.3,9.1
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8
AUDI,A6 QUATTRO,MID-SIZE,2,4,AS8,Z,10.8,7.3,9.2
AUDI,A6 QUATTRO,MID-SIZE,3,6,AS8,Z,11.6,7.9,9.9
AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.4,6.2,7.8
AUDI,A7 QUATTRO,MID-SIZE,3,6,AS8,Z,11.6,7.9,9.9
AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.4,6.2,7.8
AUDI,A8 QUATTRO,MID-SIZE,3,6,AS8,Z,12.6,8,10.5
AUDI,A8 QUATTRO,MID-SIZE,4,8,AS8,Z,12.9,8,10.7
AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.8,6.5,8.4
AUDI,A8L QUATTRO,FULL-SIZE,4,8,AS8,Z,13.1,8.3,10.9
AUDI,A8L QUATTRO,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6
AUDI,Q3,COMPACT,2,4,AS6,Z,12,8.2,10.3
AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3
AUDI,Q5 QUATTRO,SUV - SMALL,2,4,AS8,Z,12,8.5,10.4
AUDI,Q5 QUATTRO,SUV - SMALL,3,6,AS8,Z,13.2,9.2,11.4
AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3,6,AS8,D,10.2,7.8,9
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2,4,AS8,Z,9.8,7.9,8.9
AUDI,RS 7 QUATTRO,MID-SIZE,4,8,AS8,Z,16.6,9.4,13.3
AUDI,S3 QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.1,7.7,9
AUDI,S4 QUATTRO,COMPACT,3,6,AM7,Z,13,8.5,11
AUDI,S4 QUATTRO,COMPACT,3,6,M6,Z,13.8,9,11.7
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,AM7,Z,13,8.5,11
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,M6,Z,13.8,9,11.7
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4
AUDI,S6 QUATTRO,MID-SIZE,4,8,AM7,Z,13.3,8.8,11.3
AUDI,S7 QUATTRO,MID-SIZE,4,8,AM7,Z,13.4,8.8,11.4
AUDI,S8 QUATTRO,MID-SIZE,4,8,AS8,Z,15.7,9.4,12.8
AUDI,SQ5 QUATTRO,SUV - SMALL,3,6,AS8,Z,14.1,9.9,12.2
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.8,9.1
